variavel|descricao_var|codigo|descricao_cod
municipio|Código do Município|251120|Pb-Pedras de Fogo
municipio|Código do Município|251130|Pb-Pianco
municipio|Código do Município|251140|Pb-Picui
municipio|Código do Município|251150|Pb-Pilar
municipio|Código do Município|251160|Pb-Piloes
municipio|Código do Município|251170|Pb-Piloezinhos
municipio|Código do Município|251180|Pb-Pirpirituba
municipio|Código do Município|251190|Pb-Pitimbu
municipio|Código do Município|251200|Pb-Pocinhos
municipio|Código do Município|251203|Pb-Poco Dantas
municipio|Código do Município|251207|Pb-Poco de Jose de Moura
municipio|Código do Município|251210|Pb-Pombal
municipio|Código do Município|251220|Pb-Prata
municipio|Código do Município|251230|Pb-Princesa Isabel
municipio|Código do Município|251240|Pb-Puxinana
municipio|Código do Município|251250|Pb-Queimadas
municipio|Código do Município|251260|Pb-Quixaba
municipio|Código do Município|251270|Pb-Remigio
municipio|Código do Município|251272|Pb-Pedro Regio
municipio|Código do Município|251274|Pb-Riachao
municipio|Código do Município|251275|Pb-Riachao do Bacamarte
municipio|Código do Município|251276|Pb-Riachao do Poco
municipio|Código do Município|251278|Pb-Riacho de Santo Antonio
municipio|Código do Município|251280|Pb-Riacho dos Cavalos
municipio|Código do Município|251290|Pb-Rio Tinto
municipio|Código do Município|251300|Pb-Salgadinho
municipio|Código do Município|251310|Pb-Salgado de Sao Felix
municipio|Código do Município|251315|Pb-Santa Cecilia
municipio|Código do Município|251320|Pb-Santa Cruz
municipio|Código do Município|251330|Pb-Santa Helena
municipio|Código do Município|251335|Pb-Santa Ines
municipio|Código do Município|251340|Pb-Santa Luzia
municipio|Código do Município|251350|Pb-Santana de Mangueira
municipio|Código do Município|251360|Pb-Santana dos Garrotes
municipio|Código do Município|251365|Pb-Santarem
municipio|Código do Município|251370|Pb-Santa Rita
municipio|Código do Município|251380|Pb-Santa Teresinha
municipio|Código do Município|251385|Pb-Santo Andre
municipio|Código do Município|251390|Pb-Sao Bento
municipio|Código do Município|251392|Pb-Sao Bentinho
municipio|Código do Município|251394|Pb-Sao Domingos do Cariri
municipio|Código do Município|251396|Pb-Sao Domingos de Pombal
municipio|Código do Município|251398|Pb-Sao Francisco
municipio|Código do Município|251400|Pb-Sao Joao do Cariri
municipio|Código do Município|251410|Pb-Sao Joao do Tigre
municipio|Código do Município|251420|Pb-Sao Jose da Lagoa Tapada
municipio|Código do Município|251430|Pb-Sao Jose de Caiana
municipio|Código do Município|251440|Pb-Sao Jose de Espinharas
municipio|Código do Município|251445|Pb-Sao Jose dos Ramos
municipio|Código do Município|251450|Pb-Sao Jose de Piranhas
municipio|Código do Município|251455|Pb-Sao Jose de Princesa
municipio|Código do Município|251460|Pb-Sao Jose do Bonfim
municipio|Código do Município|251465|Pb-Sao Jose do Brejo do Cruz
municipio|Código do Município|251470|Pb-Sao Jose do Sabugi
municipio|Código do Município|251480|Pb-Sao Jose dos Cordeiros
municipio|Código do Município|251490|Pb-Sao Mamede
municipio|Código do Município|251500|Pb-Sao Miguel de Taipu
municipio|Código do Município|251510|Pb-Sao Sebastiao de Lagoa de Roca
municipio|Código do Município|251520|Pb-Sao Sebastiao do Umbuzeiro
municipio|Código do Município|251530|Pb-Sape
municipio|Código do Município|251540|Pb-Serido
municipio|Código do Município|251550|Pb-Serra Branca
municipio|Código do Município|251560|Pb-Serra da Raiz
municipio|Código do Município|251570|Pb-Serra Grande
municipio|Código do Município|251580|Pb-Serra Redonda
municipio|Código do Município|251590|Pb-Serraria
municipio|Código do Município|251593|Pb-Sertaozinho
municipio|Código do Município|251597|Pb-Sobrado
municipio|Código do Município|251600|Pb-Solanea
municipio|Código do Município|251610|Pb-Soledade
municipio|Código do Município|251615|Pb-Sossego
municipio|Código do Município|251620|Pb-Sousa
municipio|Código do Município|251630|Pb-Sume
municipio|Código do Município|251640|Pb-Campo de Santana
municipio|Código do Município|251650|Pb-Taperoa
municipio|Código do Município|251660|Pb-Tavares
municipio|Código do Município|251670|Pb-Teixeira
municipio|Código do Município|251675|Pb-Tenorio
municipio|Código do Município|251680|Pb-Triunfo
municipio|Código do Município|251690|Pb-Uirauna
municipio|Código do Município|251700|Pb-Umbuzeiro
municipio|Código do Município|251710|Pb-Varzea
municipio|Código do Município|251720|Pb-Vieiropolis
municipio|Código do Município|251740|Pb-Zabele
municipio|Código do Município|259999|Pb-Ignorado
municipio|Código do Município|260005|Pe-Abreu e Lima
municipio|Código do Município|260010|Pe-Afogados da Ingazeira
municipio|Código do Município|260020|Pe-Afranio
municipio|Código do Município|260030|Pe-Agrestina
municipio|Código do Município|260040|Pe-Agua Preta
municipio|Código do Município|260050|Pe-Aguas Belas
municipio|Código do Município|260060|Pe-Alagoinha
municipio|Código do Município|260070|Pe-Alianca
municipio|Código do Município|260080|Pe-Altinho
municipio|Código do Município|260090|Pe-Amaraji
municipio|Código do Município|260100|Pe-Angelim
municipio|Código do Município|260105|Pe-Aracoiaba
municipio|Código do Município|260110|Pe-Araripina
municipio|Código do Município|260120|Pe-Arcoverde
municipio|Código do Município|260130|Pe-Barra de Guabiraba
municipio|Código do Município|260140|Pe-Barreiros
municipio|Código do Município|260150|Pe-Belem de Maria
municipio|Código do Município|260160|Pe-Belem de Sao Francisco
municipio|Código do Município|260170|Pe-Belo Jardim
municipio|Código do Município|260180|Pe-Betania
municipio|Código do Município|260190|Pe-Bezerros
municipio|Código do Município|260200|Pe-Bodoco
municipio|Código do Município|260210|Pe-Bom Conselho
municipio|Código do Município|260220|Pe-Bom Jardim
municipio|Código do Município|260230|Pe-Bonito
municipio|Código do Município|260240|Pe-Brejao
municipio|Código do Município|260250|Pe-Brejinho
municipio|Código do Município|260260|Pe-Brejo da Madre de Deus
municipio|Código do Município|260270|Pe-Buenos Aires
municipio|Código do Município|260280|Pe-Buique
municipio|Código do Município|260290|Pe-Cabo de Santo Agostinho
municipio|Código do Município|260300|Pe-Cabrobo
municipio|Código do Município|260310|Pe-Cachoeirinha
municipio|Código do Município|260320|Pe-Caetes
municipio|Código do Município|260330|Pe-Calcado
municipio|Código do Município|260340|Pe-Calumbi
municipio|Código do Município|260345|Pe-Camaragibe
municipio|Código do Município|260350|Pe-Camocim de Sao Felix
municipio|Código do Município|260360|Pe-Camutanga
municipio|Código do Município|260370|Pe-Canhotinho
municipio|Código do Município|260380|Pe-Capoeiras
municipio|Código do Município|260390|Pe-Carnaiba
municipio|Código do Município|260392|Pe-Carnaubeira da Penha
municipio|Código do Município|260400|Pe-Carpina
municipio|Código do Município|260410|Pe-Caruaru
municipio|Código do Município|260415|Pe-Casinhas
municipio|Código do Município|260420|Pe-Catende
municipio|Código do Município|260430|Pe-Cedro
municipio|Código do Município|260440|Pe-Cha de Alegria
municipio|Código do Município|260450|Pe-Cha Grande
municipio|Código do Município|260460|Pe-Condado
municipio|Código do Município|260470|Pe-Correntes
municipio|Código do Município|260480|Pe-Cortes
municipio|Código do Município|260490|Pe-Cumaru
municipio|Código do Município|260500|Pe-Cupira
municipio|Código do Município|260510|Pe-Custodia
municipio|Código do Município|260515|Pe-Dormentes
municipio|Código do Município|260520|Pe-Escada
municipio|Código do Município|260530|Pe-Exu
municipio|Código do Município|260540|Pe-Feira Nova
municipio|Código do Município|260545|Pe-Fernando de Noronha
municipio|Código do Município|260550|Pe-Ferreiros
municipio|Código do Município|260560|Pe-Flores
municipio|Código do Município|260570|Pe-Floresta
municipio|Código do Município|260580|Pe-Frei Miguelinho
municipio|Código do Município|260590|Pe-Gameleira
municipio|Código do Município|260600|Pe-Garanhuns
municipio|Código do Município|260610|Pe-Gloria do Goita
municipio|Código do Município|260620|Pe-Goiana
municipio|Código do Município|260630|Pe-Granito
municipio|Código do Município|260640|Pe-Gravata
municipio|Código do Município|260650|Pe-Iati
municipio|Código do Município|260660|Pe-Ibimirim
municipio|Código do Município|260670|Pe-Ibirajuba
municipio|Código do Município|260680|Pe-Igarassu
municipio|Código do Município|260690|Pe-Iguaraci
municipio|Código do Município|260700|Pe-Inaja
municipio|Código do Município|260710|Pe-Ingazeira
municipio|Código do Município|260720|Pe-Ipojuca
municipio|Código do Município|260730|Pe-Ipubi
municipio|Código do Município|260740|Pe-Itacuruba
municipio|Código do Município|260750|Pe-Itaiba
municipio|Código do Município|260760|Pe-Itamaraca
municipio|Código do Município|260765|Pe-Itambe
municipio|Código do Município|260770|Pe-Itapetim
municipio|Código do Município|260775|Pe-Itapissuma
municipio|Código do Município|260780|Pe-Itaquitinga
municipio|Código do Município|260790|Pe-Jaboatao dos Guararapes
municipio|Código do Município|260795|Pe-Jaqueira
municipio|Código do Município|260800|Pe-Jatauba
municipio|Código do Município|260805|Pe-Jatoba
municipio|Código do Município|260810|Pe-Joao Alfredo
municipio|Código do Município|260820|Pe-Joaquim Nabuco
municipio|Código do Município|260825|Pe-Jucati
municipio|Código do Município|260830|Pe-Jupi
municipio|Código do Município|260840|Pe-Jurema
municipio|Código do Município|260845|Pe-Lagoa do Carro
municipio|Código do Município|260850|Pe-Lagoa do Itaenga
municipio|Código do Município|260860|Pe-Lagoa do Ouro
municipio|Código do Município|260870|Pe-Lagoa dos Gatos
municipio|Código do Município|260875|Pe-Lagoa Grande
municipio|Código do Município|260880|Pe-Lajedo
municipio|Código do Município|260890|Pe-Limoeiro
municipio|Código do Município|260900|Pe-Macaparana
municipio|Código do Município|260910|Pe-Machados
municipio|Código do Município|260915|Pe-Manari
municipio|Código do Município|260920|Pe-Maraial
municipio|Código do Município|260930|Pe-Mirandiba
municipio|Código do Município|260940|Pe-Moreno
municipio|Código do Município|260950|Pe-Nazare da Mata
municipio|Código do Município|260960|Pe-Olinda
municipio|Código do Município|260970|Pe-Orobo
municipio|Código do Município|260980|Pe-Oroco
municipio|Código do Município|260990|Pe-Ouricuri
municipio|Código do Município|261000|Pe-Palmares
municipio|Código do Município|261010|Pe-Palmeirina
municipio|Código do Município|261020|Pe-Panelas
municipio|Código do Município|261030|Pe-Paranatama
municipio|Código do Município|261040|Pe-Parnamirim
municipio|Código do Município|261050|Pe-Passira
municipio|Código do Município|261060|Pe-Paudalho
municipio|Código do Município|261070|Pe-Paulista
municipio|Código do Município|261080|Pe-Pedra
municipio|Código do Município|261090|Pe-Pesqueira
municipio|Código do Município|261100|Pe-Petrolandia
municipio|Código do Município|261110|Pe-Petrolina
municipio|Código do Município|261120|Pe-Pocao
municipio|Código do Município|261130|Pe-Pombos
municipio|Código do Município|261140|Pe-Primavera
municipio|Código do Município|261150|Pe-Quipapa
municipio|Código do Município|261153|Pe-Quixaba
municipio|Código do Município|261160|Pe-Recife
municipio|Código do Município|261170|Pe-Riacho das Almas
municipio|Código do Município|261180|Pe-Ribeirao
municipio|Código do Município|261190|Pe-Rio Formoso
municipio|Código do Município|261200|Pe-Saire
municipio|Código do Município|261210|Pe-Salgadinho
municipio|Código do Município|261220|Pe-Salgueiro
municipio|Código do Município|261230|Pe-Saloa
municipio|Código do Município|261240|Pe-Sanharo
municipio|Código do Município|261245|Pe-Santa Cruz
municipio|Código do Município|261247|Pe-Santa Cruz da Baixa Verde
municipio|Código do Município|261250|Pe-Santa Cruz do Capibaribe
municipio|Código do Município|261255|Pe-Santa Filomena
municipio|Código do Município|261260|Pe-Santa Maria da Boa Vista
municipio|Código do Município|261270|Pe-Santa Maria do Cambuca
municipio|Código do Município|261280|Pe-Santa Terezinha
municipio|Código do Município|261290|Pe-Sao Benedito do Sul
municipio|Código do Município|261300|Pe-Sao Bento do Una
municipio|Código do Município|261310|Pe-Sao Caitano
municipio|Código do Município|261320|Pe-Sao Joao
municipio|Código do Município|261330|Pe-Sao Joaquim do Monte
municipio|Código do Município|261340|Pe-Sao Jose da Coroa Grande
municipio|Código do Município|261350|Pe-Sao Jose do Belmonte
municipio|Código do Município|261360|Pe-Sao Jose do Egito
municipio|Código do Município|261370|Pe-Sao Lourenco da Mata
municipio|Código do Município|261380|Pe-Sao Vicente Ferrer
municipio|Código do Município|261390|Pe-Serra Talhada
municipio|Código do Município|261400|Pe-Serrita
municipio|Código do Município|261410|Pe-Sertania
municipio|Código do Município|261420|Pe-Sirinhaem
municipio|Código do Município|261430|Pe-Moreilandia
municipio|Código do Município|261440|Pe-Solidao
municipio|Código do Município|261450|Pe-Surubim
municipio|Código do Município|261460|Pe-Tabira
municipio|Código do Município|261470|Pe-Tacaimbo
municipio|Código do Município|261480|Pe-Tacaratu
municipio|Código do Município|261485|Pe-Tamandare
municipio|Código do Município|261500|Pe-Taquaritinga do Norte
municipio|Código do Município|261510|Pe-Terezinha
municipio|Código do Município|261520|Pe-Terra Nova
municipio|Código do Município|261530|Pe-Timbauba
municipio|Código do Município|261540|Pe-Toritama
municipio|Código do Município|261550|Pe-Tracunhaem
municipio|Código do Município|261560|Pe-Trindade
municipio|Código do Município|261570|Pe-Triunfo
municipio|Código do Município|261580|Pe-Tupanatinga
municipio|Código do Município|261590|Pe-Tuparetama
municipio|Código do Município|261600|Pe-Venturosa
municipio|Código do Município|261610|Pe-Verdejante
municipio|Código do Município|261618|Pe-Vertente do Lerio
municipio|Código do Município|261620|Pe-Vertentes
municipio|Código do Município|261630|Pe-Vicencia
municipio|Código do Município|261640|Pe-Vitoria de Santo Antao
municipio|Código do Município|261650|Pe-Xexeu
municipio|Código do Município|269999|Pe-Ignorado
municipio|Código do Município|270010|Al-Agua Branca
municipio|Código do Município|270020|Al-Anadia
municipio|Código do Município|270030|Al-Arapiraca
municipio|Código do Município|270040|Al-Atalaia
municipio|Código do Município|270050|Al-Barra de Santo Antonio
municipio|Código do Município|270060|Al-Barra de Sao Miguel
municipio|Código do Município|270070|Al-Batalha
municipio|Código do Município|270080|Al-Belem
municipio|Código do Município|270090|Al-Belo Monte
municipio|Código do Município|270100|Al-Boca da Mata
municipio|Código do Município|270110|Al-Branquinha
municipio|Código do Município|270120|Al-Cacimbinhas
municipio|Código do Município|270130|Al-Cajueiro
municipio|Código do Município|270135|Al-Campestre
municipio|Código do Município|270140|Al-Campo Alegre
municipio|Código do Município|270150|Al-Campo Grande
municipio|Código do Município|270160|Al-Canapi
municipio|Código do Município|270170|Al-Capela
municipio|Código do Município|270180|Al-Carneiros
municipio|Código do Município|270190|Al-Cha Preta
municipio|Código do Município|270200|Al-Coite do Noia
municipio|Código do Município|270210|Al-Colonia Leopoldina
municipio|Código do Município|270220|Al-Coqueiro Seco
municipio|Código do Município|270230|Al-Coruripe
municipio|Código do Município|270235|Al-Craibas
municipio|Código do Município|270240|Al-Delmiro Gouveia
municipio|Código do Município|270250|Al-Dois Riachos
municipio|Código do Município|270255|Al-Estrela de Alagoas
municipio|Código do Município|270260|Al-Feira Grande
municipio|Código do Município|270270|Al-Feliz Deserto
municipio|Código do Município|270280|Al-Flexeiras
municipio|Código do Município|270290|Al-Girau do Ponciano
municipio|Código do Município|270300|Al-Ibateguara
municipio|Código do Município|270310|Al-Igaci
municipio|Código do Município|270320|Al-Igreja Nova
municipio|Código do Município|270330|Al-Inhapi
municipio|Código do Município|270340|Al-Jacare dos Homens
municipio|Código do Município|270350|Al-Jacuipe
municipio|Código do Município|270360|Al-Japaratinga
municipio|Código do Município|270370|Al-Jaramataia
municipio|Código do Município|270375|Al-Jequia da Praia
municipio|Código do Município|270380|Al-Joaquim Gomes
municipio|Código do Município|270390|Al-Jundia
municipio|Código do Município|270400|Al-Junqueiro
municipio|Código do Município|270410|Al-Lagoa da Canoa
municipio|Código do Município|270420|Al-Limoeiro de Anadia
municipio|Código do Município|270430|Al-Maceio
municipio|Código do Município|270440|Al-Major Isidoro
municipio|Código do Município|270450|Al-Maragogi
municipio|Código do Município|270460|Al-Maravilha
municipio|Código do Município|270470|Al-Marechal Deodoro
municipio|Código do Município|270480|Al-Maribondo
municipio|Código do Município|270490|Al-Mar Vermelho
municipio|Código do Município|270500|Al-Mata Grande
municipio|Código do Município|270510|Al-Matriz de Camaragibe
municipio|Código do Município|270520|Al-Messias
municipio|Código do Município|270530|Al-Minador do Negrao
municipio|Código do Município|270540|Al-Monteiropolis
municipio|Código do Município|270550|Al-Murici
municipio|Código do Município|270560|Al-Novo Lino
municipio|Código do Município|270570|Al-Olho D Agua das Flores
municipio|Código do Município|270580|Al-Olho D Agua do Casado
municipio|Código do Município|270590|Al-Olho D Agua Grande
municipio|Código do Município|270600|Al-Olivenca
municipio|Código do Município|270610|Al-Ouro Branco
municipio|Código do Município|270620|Al-Palestina
municipio|Código do Município|270630|Al-Palmeira dos Indios
municipio|Código do Município|270640|Al-Pao de Acucar
municipio|Código do Município|270642|Al-Pariconha
municipio|Código do Município|270644|Al-Paripueira
municipio|Código do Município|270650|Al-Passo de Camaragibe
municipio|Código do Município|270660|Al-Paulo Jacinto
municipio|Código do Município|270670|Al-Penedo
municipio|Código do Município|270680|Al-Piacabucu
municipio|Código do Município|270690|Al-Pilar
municipio|Código do Município|270700|Al-Pindoba
municipio|Código do Município|270710|Al-Piranhas
municipio|Código do Município|270720|Al-Poco das Trincheiras
municipio|Código do Município|270730|Al-Porto Calvo
municipio|Código do Município|270740|Al-Porto de Pedras
municipio|Código do Município|270750|Al-Porto Real do Colegio
municipio|Código do Município|270760|Al-Quebrangulo
municipio|Código do Município|270770|Al-Rio Largo
municipio|Código do Município|270780|Al-Roteiro
municipio|Código do Município|270790|Al-Santa Luzia do Norte
municipio|Código do Município|270800|Al-Santana do Ipanema
municipio|Código do Município|270810|Al-Santana do Mundau
municipio|Código do Município|270820|Al-Sao Bras
municipio|Código do Município|270830|Al-Sao Jose da Laje
municipio|Código do Município|270840|Al-Sao Jose da Tapera
municipio|Código do Município|270850|Al-Sao Luis do Quitunde
municipio|Código do Município|270860|Al-Sao Miguel dos Campos
municipio|Código do Município|270870|Al-Sao Miguel dos Milagres
municipio|Código do Município|270880|Al-Sao Sebastiao
municipio|Código do Município|270890|Al-Satuba
municipio|Código do Município|270895|Al-Senador Rui Palmeira
municipio|Código do Município|270900|Al-Tanque D Arca
municipio|Código do Município|270910|Al-Taquarana
municipio|Código do Município|270915|Al-Teotonio Vilela
municipio|Código do Município|270920|Al-Traipu
municipio|Código do Município|270930|Al-Uniao dos Palmares
municipio|Código do Município|270940|Al-Vicosa
municipio|Código do Município|279999|Al-Ignorado
municipio|Código do Município|280010|Se-Amparo de Sao Francisco
municipio|Código do Município|280020|Se-Aquidaba
municipio|Código do Município|280030|Se-Aracaju
municipio|Código do Município|280040|Se-Araua
municipio|Código do Município|280050|Se-Areia Branca
municipio|Código do Município|280060|Se-Barra dos Coqueiros
municipio|Código do Município|280067|Se-Boquim
municipio|Código do Município|280070|Se-Brejo Grande
municipio|Código do Município|280100|Se-Campo do Brito
municipio|Código do Município|280110|Se-Canhoba
municipio|Código do Município|280120|Se-Caninde de Sao Francisco
municipio|Código do Município|280130|Se-Capela
municipio|Código do Município|280140|Se-Carira
municipio|Código do Município|280150|Se-Carmopolis
municipio|Código do Município|280160|Se-Cedro de Sao Joao
municipio|Código do Município|280170|Se-Cristinapolis
municipio|Código do Município|280190|Se-Cumbe
municipio|Código do Município|280200|Se-Divina Pastora
municipio|Código do Município|280210|Se-Estancia
municipio|Código do Município|280220|Se-Feira Nova
municipio|Código do Município|280230|Se-Frei Paulo
municipio|Código do Município|280240|Se-Gararu
municipio|Código do Município|280250|Se-General Maynard
municipio|Código do Município|280260|Se-Gracho Cardoso
municipio|Código do Município|280270|Se-Ilha das Flores
municipio|Código do Município|280280|Se-Indiaroba
municipio|Código do Município|280290|Se-Itabaiana
municipio|Código do Município|280300|Se-Itabaianinha
municipio|Código do Município|280310|Se-Itabi
municipio|Código do Município|280320|Se-Itaporanga D Ajuda
municipio|Código do Município|280330|Se-Japaratuba
municipio|Código do Município|280340|Se-Japoata
municipio|Código do Município|280350|Se-Lagarto
municipio|Código do Município|280360|Se-Laranjeiras
municipio|Código do Município|280370|Se-Macambira
municipio|Código do Município|280380|Se-Malhada dos Bois
municipio|Código do Município|280390|Se-Malhador
municipio|Código do Município|280400|Se-Maruim
municipio|Código do Município|280410|Se-Moita Bonita
municipio|Código do Município|280420|Se-Monte Alegre de Sergipe
municipio|Código do Município|280430|Se-Muribeca
municipio|Código do Município|280440|Se-Neopolis
municipio|Código do Município|280445|Se-Nossa Senhora Aparecida
municipio|Código do Município|280450|Se-Nossa Senhora da Gloria
municipio|Código do Município|280460|Se-Nossa Senhora das Dores
municipio|Código do Município|280470|Se-Nossa Senhora de Lourdes
municipio|Código do Município|280480|Se-Nossa Senhora do Socorro
municipio|Código do Município|280490|Se-Pacatuba
municipio|Código do Município|280500|Se-Pedra Mole
municipio|Código do Município|280510|Se-Pedrinhas
municipio|Código do Município|280520|Se-Pinhao
municipio|Código do Município|280530|Se-Pirambu
municipio|Código do Município|280540|Se-Poco Redondo
municipio|Código do Município|280550|Se-Poco Verde
municipio|Código do Município|280560|Se-Porto da Folha
municipio|Código do Município|280570|Se-Propria
municipio|Código do Município|280580|Se-Riachao do Dantas
municipio|Código do Município|280590|Se-Riachuelo
municipio|Código do Município|280600|Se-Ribeiropolis
municipio|Código do Município|280610|Se-Rosario do Catete
municipio|Código do Município|280620|Se-Salgado
municipio|Código do Município|280630|Se-Santa Luzia do Itanhy
municipio|Código do Município|280640|Se-Santana do Sao Francisco
municipio|Código do Município|280650|Se-Santa Rosa de Lima
municipio|Código do Município|280660|Se-Santo Amaro das Brotas
municipio|Código do Município|280670|Se-Sao Cristovao
municipio|Código do Município|280680|Se-Sao Domingos
municipio|Código do Município|280690|Se-Sao Francisco
municipio|Código do Município|280700|Se-Sao Miguel do Aleixo
municipio|Código do Município|280710|Se-Simao Dias
municipio|Código do Município|280720|Se-Siriri
municipio|Código do Município|280730|Se-Telha
municipio|Código do Município|280740|Se-Tobias Barreto
municipio|Código do Município|280750|Se-Tomar do Geru
municipio|Código do Município|280760|Se-Umbauba
municipio|Código do Município|289999|Se-Ignorado
municipio|Código do Município|290010|Ba-Abaira
municipio|Código do Município|290020|Ba-Abare
municipio|Código do Município|290030|Ba-Acajutiba
municipio|Código do Município|290035|Ba-Adustina
municipio|Código do Município|290040|Ba-Agua Fria
municipio|Código do Município|290050|Ba-Erico Cardoso
municipio|Código do Município|290060|Ba-Aiquara
municipio|Código do Município|290070|Ba-Alagoinhas
municipio|Código do Município|290080|Ba-Alcobaca
municipio|Código do Município|290090|Ba-Almadina
municipio|Código do Município|290100|Ba-Amargosa
municipio|Código do Município|290110|Ba-Amelia Rodrigues
municipio|Código do Município|290115|Ba-America Dourada
municipio|Código do Município|290120|Ba-Anage
municipio|Código do Município|290130|Ba-Andarai
municipio|Código do Município|290135|Ba-Andorinha
municipio|Código do Município|290140|Ba-Angical
municipio|Código do Município|290150|Ba-Anguera
municipio|Código do Município|290160|Ba-Antas
municipio|Código do Município|290170|Ba-Antonio Cardoso
municipio|Código do Município|290180|Ba-Antonio Goncalves
municipio|Código do Município|290190|Ba-Apora
municipio|Código do Município|290195|Ba-Apuarema
municipio|Código do Município|290200|Ba-Aracatu
municipio|Código do Município|290205|Ba-Aracas
municipio|Código do Município|290210|Ba-Araci
municipio|Código do Município|290220|Ba-Aramari
municipio|Código do Município|290225|Ba-Arataca
municipio|Código do Município|290230|Ba-Aratuipe
municipio|Código do Município|290240|Ba-Aurelino Leal
municipio|Código do Município|290250|Ba-Baianopolis
municipio|Código do Município|290260|Ba-Baixa Grande
municipio|Código do Município|290265|Ba-Banzae
municipio|Código do Município|290270|Ba-Barra
municipio|Código do Município|290280|Ba-Barra da Estiva
municipio|Código do Município|290290|Ba-Barra do Choca
municipio|Código do Município|290300|Ba-Barra do Mendes
municipio|Código do Município|290310|Ba-Barra do Rocha
municipio|Código do Município|290320|Ba-Barreiras
municipio|Código do Município|290323|Ba-Barro Alto
municipio|Código do Município|290327|Ba-Barrocas
municipio|Código do Município|290330|Ba-Barro Preto
municipio|Código do Município|290340|Ba-Belmonte
municipio|Código do Município|290350|Ba-Belo Campo
municipio|Código do Município|290360|Ba-Biritinga
municipio|Código do Município|290370|Ba-Boa Nova
municipio|Código do Município|290380|Ba-Boa Vista do Tupim
municipio|Código do Município|290390|Ba-Bom Jesus da Lapa
municipio|Código do Município|290395|Ba-Bom Jesus da Serra
municipio|Código do Município|290400|Ba-Boninal
municipio|Código do Município|290405|Ba-Bonito
municipio|Código do Município|290410|Ba-Boquira
municipio|Código do Município|290420|Ba-Botupora
municipio|Código do Município|290430|Ba-Brejoes
municipio|Código do Município|290440|Ba-Brejolandia
municipio|Código do Município|290450|Ba-Brotas de Macaubas
municipio|Código do Município|290460|Ba-Brumado
municipio|Código do Município|290470|Ba-Buerarema
municipio|Código do Município|290475|Ba-Buritirama
municipio|Código do Município|290480|Ba-Caatiba
municipio|Código do Município|290485|Ba-Cabaceiras do Paraguacu
municipio|Código do Município|290490|Ba-Cachoeira
municipio|Código do Município|290500|Ba-Cacule
municipio|Código do Município|290510|Ba-Caem
municipio|Código do Município|290515|Ba-Caetanos
municipio|Código do Município|290520|Ba-Caetite
municipio|Código do Município|290530|Ba-Cafarnaum
municipio|Código do Município|290540|Ba-Cairu
municipio|Código do Município|290550|Ba-Caldeirao Grande
municipio|Código do Município|290560|Ba-Camacan
municipio|Código do Município|290570|Ba-Camacari
municipio|Código do Município|290580|Ba-Camamu
municipio|Código do Município|290590|Ba-Campo Alegre de Lourdes
municipio|Código do Município|290600|Ba-Campo Formoso
municipio|Código do Município|290610|Ba-Canapolis
municipio|Código do Município|290620|Ba-Canarana
municipio|Código do Município|290630|Ba-Canavieiras
municipio|Código do Município|290640|Ba-Candeal
municipio|Código do Município|290650|Ba-Candeias
municipio|Código do Município|290660|Ba-Candiba
municipio|Código do Município|290670|Ba-Candido Sales
municipio|Código do Município|290680|Ba-Cansancao
municipio|Código do Município|290682|Ba-Canudos
municipio|Código do Município|290685|Ba-Capela do Alto Alegre
municipio|Código do Município|290687|Ba-Capim Grosso
municipio|Código do Município|290689|Ba-Caraibas
municipio|Código do Município|290690|Ba-Caravelas
municipio|Código do Município|290700|Ba-Cardeal da Silva
municipio|Código do Município|290710|Ba-Carinhanha
municipio|Código do Município|290720|Ba-Casa Nova
municipio|Código do Município|290730|Ba-Castro Alves
municipio|Código do Município|290740|Ba-Catolandia
municipio|Código do Município|290750|Ba-Catu
municipio|Código do Município|290755|Ba-Caturama
municipio|Código do Município|290760|Ba-Central
municipio|Código do Município|290770|Ba-Chorrocho
municipio|Código do Município|290780|Ba-Cicero Dantas
municipio|Código do Município|290790|Ba-Cipo
municipio|Código do Município|290800|Ba-Coaraci
municipio|Código do Município|290810|Ba-Cocos
municipio|Código do Município|290820|Ba-Conceicao da Feira
municipio|Código do Município|290830|Ba-Conceicao do Almeida
municipio|Código do Município|290840|Ba-Conceicao do Coite
municipio|Código do Município|290850|Ba-Conceicao do Jacuipe
municipio|Código do Município|290860|Ba-Conde
municipio|Código do Município|290870|Ba-Condeuba
municipio|Código do Município|290880|Ba-Contendas do Sincora
municipio|Código do Município|290890|Ba-Coracao de Maria
municipio|Código do Município|290900|Ba-Cordeiros
municipio|Código do Município|290910|Ba-Coribe
municipio|Código do Município|290920|Ba-Coronel Joao Sa
municipio|Código do Município|290930|Ba-Correntina
municipio|Código do Município|290940|Ba-Cotegipe
municipio|Código do Município|290950|Ba-Cravolandia
municipio|Código do Município|290960|Ba-Crisopolis
municipio|Código do Município|290970|Ba-Cristopolis
municipio|Código do Município|290980|Ba-Cruz das Almas
municipio|Código do Município|290990|Ba-Curaca
municipio|Código do Município|291000|Ba-Dario Meira
municipio|Código do Município|291005|Ba-Dias D Avila
municipio|Código do Município|291010|Ba-Dom Basilio
municipio|Código do Município|291020|Ba-Dom Macedo Costa
municipio|Código do Município|291030|Ba-Elisio Medrado
municipio|Código do Município|291040|Ba-Encruzilhada
municipio|Código do Município|291050|Ba-Entre Rios
